what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545036192
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430545061485
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545077554
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430545112435
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430545164175
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545168795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545170439
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430545170443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545171601
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545173641
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430545180932
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545184094
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430545186598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430545188584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545192287
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545194509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430545200909
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545204057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545204924
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430545204928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545205197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545206058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545206078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545208095
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545210196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545213791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545216906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545217733
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430545217737
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545218877
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430545219640
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545223700
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430545250795
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545257805
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545259743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430545265624
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545270470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545276445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545277184
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430545277186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545277457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545278040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545278314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545280439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545284485
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545287750
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430545287822
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545292483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545293663
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430545293666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545293941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545294299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545294838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545296849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545298949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545302543
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545305292
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545307230
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430545307234
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545308383
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430545309149
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430545313293
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430545340781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545342811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545344333
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430545344415
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1430545344613
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1430545344613
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1430545344613
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1430545344613
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1430545344614
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1430545344614
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1430545344616
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1430545344616
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1430545344616
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1430545344616
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1430545344616
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1430545344616
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1430545344616
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1430545344617
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1430545344617
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1430545344617
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1430545344618
