what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542567411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542568492
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430542568497
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542569041
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542575913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542576434
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542578395
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542578534
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1430542579317
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1430542591383
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.TaskList",1430542591399
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430542591783
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542592816
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542599488
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542604279
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542605107
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542642085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542643377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542672680
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542674358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542686942
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542687676
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430542687681
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542687950
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542688780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542688800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542690863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542693254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542696850
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542701000
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542702523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430542709346
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542710969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542717389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542718689
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430542718692
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542718964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542719549
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542719835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542721862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542723903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542727518
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542727775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542736599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542738816
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542742472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542743451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542743970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542747538
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542749075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542756643
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542760855
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430542760858
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542761971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542769516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542775665
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542787104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542791064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542809639
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542811969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542813577
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542814960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542814973
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430542814978
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430542814978
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542816325
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430542822075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542834228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430542834230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430542834230
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542835774
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1430542839742
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542840005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542842125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542842154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542845710
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430542846267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542857444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542884928
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542892109
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542892267
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430542892410
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1430542957889
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1430542961050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542963370
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542964906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542969143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542972154
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430542972157
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542973261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542975294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542977379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430542980521
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542980533
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1430542980807
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1430542980886
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430542998539
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543001518
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543003685
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543005855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543005867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543005873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543006999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543012357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543013527
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430543013530
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543014653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543016628
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543019200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543020350
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1430543032221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543050473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543054561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543073720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543112372
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543115402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543171147
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543233876
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543235896
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543240094
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543240159
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430543243579
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543256740
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543275997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543347645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543349774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543359667
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430543359670
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430543359670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543363843
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543365825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543365839
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430543365843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430543365843
closed,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1430543365843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543367545
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430543393251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543403194
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430543403198
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430543403198
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543404358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543409870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543410993
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430543410996
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543411284
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543411597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543411604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543418348
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543418361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543421924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543422051
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1430543422451
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543428828
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543429023
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543429092
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543441571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543444457
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1430543445667
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543445679
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1430543445683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1430543445683
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543447087
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430543449602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543465037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430543465040
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1430543465040
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543467498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543468726
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.cleanAction",1430543468729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543469824
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543471842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543473914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543477496
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543502121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543515383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543518994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543520150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543538643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543542990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543545184
started,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1430543549429
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1430543549580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543549650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543552489
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430543552497
opened,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430543553772
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1430543553875
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430543559510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543568990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543584058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543587101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543588620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543594939
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543595643
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543601003
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543601714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543605499
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543610026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543630585
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543636023
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543663710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543666191
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543678715
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1430543679813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543682072
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543684279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543686193
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543687052
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1430543687055
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430543688195
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1430543688970
activated,view,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1430543693060
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543694174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543696317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543705389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1430543709924
